Accession,Title,Sample Type,Taxonomy,Channels,Platform,Series,Supplementary Types,Supplementary Links,SRA Accession,Contact,Release Date
GSM1721221,"CMP cell 76","SRA","Mus musculus",1,GPL17021,GSE70236;GSE70245,"SRA Experiment","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX107/SRX1074064",SRX1074064,"H. Leighton Grimes","Aug 26, 2016"
GSM1721222,"CMP cell 77","SRA","Mus musculus",1,GPL17021,GSE70236;GSE70245,"SRA Experiment","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX107/SRX1074065",SRX1074065,"H. Leighton Grimes","Aug 26, 2016"
GSM1721223,"CMP cell 78","SRA","Mus musculus",1,GPL17021,GSE70236;GSE70245,"SRA Experiment","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX107/SRX1074066",SRX1074066,"H. Leighton Grimes","Aug 26, 2016"
GSM1721224,"CMP cell 79","SRA","Mus musculus",1,GPL17021,GSE70236;GSE70245,"SRA Experiment","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX107/SRX1074067",SRX1074067,"H. Leighton Grimes","Aug 26, 2016"
GSM1721225,"CMP cell 80","SRA","Mus musculus",1,GPL17021,GSE70236;GSE70245,"SRA Experiment","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX107/SRX1074068",SRX1074068,"H. Leighton Grimes","Aug 26, 2016"
GSM1721226,"CMP cell 81","SRA","Mus musculus",1,GPL17021,GSE70236;GSE70245,"SRA Experiment","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX107/SRX1074069",SRX1074069,"H. Leighton Grimes","Aug 26, 2016"
GSM1721227,"CMP cell 82","SRA","Mus musculus",1,GPL17021,GSE70236;GSE70245,"SRA Experiment","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX107/SRX1074070",SRX1074070,"H. Leighton Grimes","Aug 26, 2016"
GSM1721228,"CMP cell 83","SRA","Mus musculus",1,GPL17021,GSE70236;GSE70245,"SRA Experiment","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX107/SRX1074071",SRX1074071,"H. Leighton Grimes","Aug 26, 2016"
GSM1721229,"CMP cell 84","SRA","Mus musculus",1,GPL17021,GSE70236;GSE70245,"SRA Experiment","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX107/SRX1074072",SRX1074072,"H. Leighton Grimes","Aug 26, 2016"
GSM1721230,"CMP cell 85","SRA","Mus musculus",1,GPL17021,GSE70236;GSE70245,"SRA Experiment","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX107/SRX1074073",SRX1074073,"H. Leighton Grimes","Aug 26, 2016"
GSM1721231,"CMP cell 86","SRA","Mus musculus",1,GPL17021,GSE70236;GSE70245,"SRA Experiment","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX107/SRX1074074",SRX1074074,"H. Leighton Grimes","Aug 26, 2016"
GSM1721232,"CMP cell 87","SRA","Mus musculus",1,GPL17021,GSE70236;GSE70245,"SRA Experiment","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX107/SRX1074075",SRX1074075,"H. Leighton Grimes","Aug 26, 2016"
GSM1721233,"CMP cell 88","SRA","Mus musculus",1,GPL17021,GSE70236;GSE70245,"SRA Experiment","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX107/SRX1074076",SRX1074076,"H. Leighton Grimes","Aug 26, 2016"
GSM1721234,"CMP cell 89","SRA","Mus musculus",1,GPL17021,GSE70236;GSE70245,"SRA Experiment","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX107/SRX1074077",SRX1074077,"H. Leighton Grimes","Aug 26, 2016"
GSM1721235,"CMP cell 90","SRA","Mus musculus",1,GPL17021,GSE70236;GSE70245,"SRA Experiment","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX107/SRX1074078",SRX1074078,"H. Leighton Grimes","Aug 26, 2016"
GSM1721236,"CMP cell 91","SRA","Mus musculus",1,GPL17021,GSE70236;GSE70245,"SRA Experiment","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX107/SRX1074079",SRX1074079,"H. Leighton Grimes","Aug 26, 2016"
GSM1721237,"CMP cell 92","SRA","Mus musculus",1,GPL17021,GSE70236;GSE70245,"SRA Experiment","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX107/SRX1074080",SRX1074080,"H. Leighton Grimes","Aug 26, 2016"
GSM1721238,"CMP cell 93","SRA","Mus musculus",1,GPL17021,GSE70236;GSE70245,"SRA Experiment","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX107/SRX1074081",SRX1074081,"H. Leighton Grimes","Aug 26, 2016"
GSM1721239,"CMP cell 94","SRA","Mus musculus",1,GPL17021,GSE70236;GSE70245,"SRA Experiment","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX107/SRX1074082",SRX1074082,"H. Leighton Grimes","Aug 26, 2016"
GSM1721240,"CMP cell 95","SRA","Mus musculus",1,GPL17021,GSE70236;GSE70245,"SRA Experiment","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX107/SRX1074083",SRX1074083,"H. Leighton Grimes","Aug 26, 2016"
GSM1721241,"CMP cell 96","SRA","Mus musculus",1,GPL17021,GSE70236;GSE70245,"SRA Experiment","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX107/SRX1074084",SRX1074084,"H. Leighton Grimes","Aug 26, 2016"
GSM1721242,"Gfi1 GMP ChIP-Seq","SRA","Mus musculus",1,GPL17021,GSE70237;GSE70245,"TSV;TXT;SRA Experiment","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1721nnn/GSM1721242/suppl;ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX107/SRX1072347",SRX1072347,"H. Leighton Grimes","Aug 26, 2016"
GSM1721243,"Input GMP ChIP-Seq","SRA","Mus musculus",1,GPL17021,GSE70237;GSE70245,"TSV;TXT;SRA Experiment","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1721nnn/GSM1721243/suppl;ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX107/SRX1072348",SRX1072348,"H. Leighton Grimes","Aug 26, 2016"
GSM1721244,"Irf8 GMP ChIP-Seq","SRA","Mus musculus",1,GPL17021,GSE70237;GSE70245,"TSV;TXT;SRA Experiment","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1721nnn/GSM1721244/suppl;ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX107/SRX1072349",SRX1072349,"H. Leighton Grimes","Aug 26, 2016"
GSM1721245,"H3K4me2 ChIP-Seq wt ChIP-seq","SRA","Mus musculus",1,GPL17021,GSE70237;GSE70245,"TSV;TXT;SRA Experiment","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1721nnn/GSM1721245/suppl;ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX107/SRX1072350",SRX1072350,"H. Leighton Grimes","Aug 26, 2016"
GSM1721246,"H3K4me2 ChIP-Seq Gfi1-/- ChIP-seq","SRA","Mus musculus",1,GPL17021,GSE70237;GSE70245,"TSV;TXT;SRA Experiment","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1721nnn/GSM1721246/suppl;ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX107/SRX1072351",SRX1072351,"H. Leighton Grimes","Aug 26, 2016"
GSM1721247,"Gfi1-GFP GMP cell 69","SRA","Mus musculus",1,GPL17021,GSE70238;GSE70245,"SRA Experiment","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX107/SRX1072367",SRX1072367,"H. Leighton Grimes","Aug 26, 2016"
GSM1721248,"Gfi1-GFP GMP cell 70","SRA","Mus musculus",1,GPL17021,GSE70238;GSE70245,"SRA Experiment","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX107/SRX1072368",SRX1072368,"H. Leighton Grimes","Aug 26, 2016"
GSM1721249,"Gfi1-GFP GMP cell 71","SRA","Mus musculus",1,GPL17021,GSE70238;GSE70245,"SRA Experiment","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX107/SRX1072369",SRX1072369,"H. Leighton Grimes","Aug 26, 2016"
GSM1721250,"Gfi1-GFP GMP cell 72","SRA","Mus musculus",1,GPL17021,GSE70238;GSE70245,"SRA Experiment","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX107/SRX1072370",SRX1072370,"H. Leighton Grimes","Aug 26, 2016"
GSM1721251,"Gfi1-GFP GMP cell 73","SRA","Mus musculus",1,GPL17021,GSE70238;GSE70245,"SRA Experiment","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX107/SRX1072371",SRX1072371,"H. Leighton Grimes","Aug 26, 2016"
GSM1721252,"Gfi1-GFP GMP cell 74","SRA","Mus musculus",1,GPL17021,GSE70238;GSE70245,"SRA Experiment","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX107/SRX1072372",SRX1072372,"H. Leighton Grimes","Aug 26, 2016"
GSM1721253,"Gfi1-GFP GMP cell 75","SRA","Mus musculus",1,GPL17021,GSE70238;GSE70245,"SRA Experiment","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX107/SRX1072373",SRX1072373,"H. Leighton Grimes","Aug 26, 2016"
GSM1721254,"Gfi1-GFP GMP cell 76","SRA","Mus musculus",1,GPL17021,GSE70238;GSE70245,"SRA Experiment","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX107/SRX1072374",SRX1072374,"H. Leighton Grimes","Aug 26, 2016"
GSM1721255,"Gfi1-GFP GMP cell 77","SRA","Mus musculus",1,GPL17021,GSE70238;GSE70245,"SRA Experiment","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX107/SRX1072375",SRX1072375,"H. Leighton Grimes","Aug 26, 2016"
GSM1721256,"Gfi1-GFP GMP cell 78 (poor quality)","SRA","Mus musculus",1,GPL17021,GSE70238;GSE70245,"SRA Experiment","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX107/SRX1072376",SRX1072376,"H. Leighton Grimes","Aug 26, 2016"
GSM1721257,"Gfi1-GFP GMP cell 79","SRA","Mus musculus",1,GPL17021,GSE70238;GSE70245,"SRA Experiment","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX107/SRX1072377",SRX1072377,"H. Leighton Grimes","Aug 26, 2016"
GSM1721258,"Gfi1-GFP GMP cell 80","SRA","Mus musculus",1,GPL17021,GSE70238;GSE70245,"SRA Experiment","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX107/SRX1072378",SRX1072378,"H. Leighton Grimes","Aug 26, 2016"
GSM1721259,"Gfi1-GFP GMP cell 81","SRA","Mus musculus",1,GPL17021,GSE70238;GSE70245,"SRA Experiment","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX107/SRX1072379",SRX1072379,"H. Leighton Grimes","Aug 26, 2016"
GSM1721260,"Gfi1-GFP GMP cell 82","SRA","Mus musculus",1,GPL17021,GSE70238;GSE70245,"SRA Experiment","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX107/SRX1072380",SRX1072380,"H. Leighton Grimes","Aug 26, 2016"
GSM1721261,"Gfi1-GFP GMP cell 83 (poor quality)","SRA","Mus musculus",1,GPL17021,GSE70238;GSE70245,"SRA Experiment","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX107/SRX1072381",SRX1072381,"H. Leighton Grimes","Aug 26, 2016"
GSM1721262,"Gfi1-GFP GMP cell 84","SRA","Mus musculus",1,GPL17021,GSE70238;GSE70245,"SRA Experiment","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX107/SRX1072382",SRX1072382,"H. Leighton Grimes","Aug 26, 2016"
GSM1721263,"Gfi1-GFP GMP cell 85","SRA","Mus musculus",1,GPL17021,GSE70238;GSE70245,"SRA Experiment","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX107/SRX1072383",SRX1072383,"H. Leighton Grimes","Aug 26, 2016"
GSM1721264,"Gfi1-GFP GMP cell 86","SRA","Mus musculus",1,GPL17021,GSE70238;GSE70245,"SRA Experiment","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX107/SRX1072384",SRX1072384,"H. Leighton Grimes","Aug 26, 2016"
GSM1721265,"Gfi1-GFP GMP cell 87","SRA","Mus musculus",1,GPL17021,GSE70238;GSE70245,"SRA Experiment","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX107/SRX1072385",SRX1072385,"H. Leighton Grimes","Aug 26, 2016"
GSM1721266,"Gfi1-GFP GMP cell 88","SRA","Mus musculus",1,GPL17021,GSE70238;GSE70245,"SRA Experiment","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX107/SRX1072386",SRX1072386,"H. Leighton Grimes","Aug 26, 2016"
GSM1721267,"Gfi1-GFP GMP cell 89","SRA","Mus musculus",1,GPL17021,GSE70238;GSE70245,"SRA Experiment","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX107/SRX1072387",SRX1072387,"H. Leighton Grimes","Aug 26, 2016"
GSM1721268,"Gfi1-GFP GMP cell 90","SRA","Mus musculus",1,GPL17021,GSE70238;GSE70245,"SRA Experiment","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX107/SRX1072388",SRX1072388,"H. Leighton Grimes","Aug 26, 2016"
GSM1721269,"Gfi1-GFP GMP cell 91","SRA","Mus musculus",1,GPL17021,GSE70238;GSE70245,"SRA Experiment","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX107/SRX1072389",SRX1072389,"H. Leighton Grimes","Aug 26, 2016"
GSM1721270,"Gfi1-GFP GMP cell 92","SRA","Mus musculus",1,GPL17021,GSE70238;GSE70245,"SRA Experiment","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX107/SRX1072390",SRX1072390,"H. Leighton Grimes","Aug 26, 2016"
GSM1721271,"Gfi1-GFP GMP cell 93","SRA","Mus musculus",1,GPL17021,GSE70238;GSE70245,"SRA Experiment","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX107/SRX1072391",SRX1072391,"H. Leighton Grimes","Aug 26, 2016"
GSM1721272,"Gfi1-GFP GMP cell 94","SRA","Mus musculus",1,GPL17021,GSE70238;GSE70245,"SRA Experiment","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX107/SRX1072392",SRX1072392,"H. Leighton Grimes","Aug 26, 2016"
GSM1721273,"Gfi1-GFP GMP cell 95","SRA","Mus musculus",1,GPL17021,GSE70238;GSE70245,"SRA Experiment","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX107/SRX1072393",SRX1072393,"H. Leighton Grimes","Aug 26, 2016"
GSM1721274,"Gfi1-GFP GMP cell 96","SRA","Mus musculus",1,GPL17021,GSE70238;GSE70245,"SRA Experiment","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX107/SRX1072394",SRX1072394,"H. Leighton Grimes","Aug 26, 2016"
GSM1721275,"Gfi1-GFP GMP cell R2.38","SRA","Mus musculus",1,GPL17021,GSE70238;GSE70245,"SRA Experiment","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX107/SRX1072395",SRX1072395,"H. Leighton Grimes","Aug 26, 2016"
GSM1721276,"Gfi1-GFP GMP cell R2.39","SRA","Mus musculus",1,GPL17021,GSE70238;GSE70245,"SRA Experiment","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX107/SRX1072396",SRX1072396,"H. Leighton Grimes","Aug 26, 2016"
GSM1721277,"Gfi1-GFP GMP cell R2.40","SRA","Mus musculus",1,GPL17021,GSE70238;GSE70245,"SRA Experiment","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX107/SRX1072397",SRX1072397,"H. Leighton Grimes","Aug 26, 2016"
GSM1721278,"Gfi1-GFP GMP cell R2.41","SRA","Mus musculus",1,GPL17021,GSE70238;GSE70245,"SRA Experiment","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX107/SRX1072398",SRX1072398,"H. Leighton Grimes","Aug 26, 2016"
GSM1721279,"Gfi1-GFP GMP cell R2.42","SRA","Mus musculus",1,GPL17021,GSE70238;GSE70245,"SRA Experiment","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX107/SRX1072399",SRX1072399,"H. Leighton Grimes","Aug 26, 2016"
GSM1721280,"Gfi1-GFP GMP cell R2.43","SRA","Mus musculus",1,GPL17021,GSE70238;GSE70245,"SRA Experiment","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX107/SRX1072400",SRX1072400,"H. Leighton Grimes","Aug 26, 2016"
GSM1721281,"Gfi1-GFP GMP cell R2.44","SRA","Mus musculus",1,GPL17021,GSE70238;GSE70245,"SRA Experiment","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX107/SRX1072401",SRX1072401,"H. Leighton Grimes","Aug 26, 2016"
GSM1721282,"Gfi1-GFP GMP cell R2.45","SRA","Mus musculus",1,GPL17021,GSE70238;GSE70245,"SRA Experiment","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX107/SRX1072402",SRX1072402,"H. Leighton Grimes","Aug 26, 2016"
GSM1721283,"Gfi1-GFP GMP cell R2.46","SRA","Mus musculus",1,GPL17021,GSE70238;GSE70245,"SRA Experiment","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX107/SRX1072403",SRX1072403,"H. Leighton Grimes","Aug 26, 2016"
GSM1721284,"Gfi1-GFP GMP cell R2.47","SRA","Mus musculus",1,GPL17021,GSE70238;GSE70245,"SRA Experiment","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX107/SRX1072404",SRX1072404,"H. Leighton Grimes","Aug 26, 2016"
GSM1721285,"Gfi1-GFP GMP cell R2.48","SRA","Mus musculus",1,GPL17021,GSE70238;GSE70245,"SRA Experiment","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX107/SRX1072405",SRX1072405,"H. Leighton Grimes","Aug 26, 2016"
GSM1721286,"Gfi1-/- GMP cell 1","SRA","Mus musculus",1,GPL17021,GSE70239;GSE70245,"SRA Experiment","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX107/SRX1072407",SRX1072407,"H. Leighton Grimes","Aug 26, 2016"
GSM1721287,"Gfi1-/- GMP cell 3","SRA","Mus musculus",1,GPL17021,GSE70239;GSE70245,"SRA Experiment","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX107/SRX1072408",SRX1072408,"H. Leighton Grimes","Aug 26, 2016"
GSM1721288,"Gfi1-/- GMP cell 4","SRA","Mus musculus",1,GPL17021,GSE70239;GSE70245,"SRA Experiment","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX107/SRX1072409",SRX1072409,"H. Leighton Grimes","Aug 26, 2016"
GSM1721289,"Gfi1-/- GMP cell 5","SRA","Mus musculus",1,GPL17021,GSE70239;GSE70245,"SRA Experiment","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX107/SRX1072410",SRX1072410,"H. Leighton Grimes","Aug 26, 2016"
GSM1721290,"Gfi1-/- GMP cell 6","SRA","Mus musculus",1,GPL17021,GSE70239;GSE70245,"SRA Experiment","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX107/SRX1072411",SRX1072411,"H. Leighton Grimes","Aug 26, 2016"
GSM1721291,"Gfi1-/- GMP cell 7","SRA","Mus musculus",1,GPL17021,GSE70239;GSE70245,"SRA Experiment","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX107/SRX1072412",SRX1072412,"H. Leighton Grimes","Aug 26, 2016"
GSM1721292,"Gfi1-/- GMP cell 8","SRA","Mus musculus",1,GPL17021,GSE70239;GSE70245,"SRA Experiment","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX107/SRX1072413",SRX1072413,"H. Leighton Grimes","Aug 26, 2016"
GSM1721293,"Gfi1-/- GMP cell 9","SRA","Mus musculus",1,GPL17021,GSE70239;GSE70245,"SRA Experiment","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX107/SRX1072414",SRX1072414,"H. Leighton Grimes","Aug 26, 2016"
GSM1721294,"Gfi1-/- GMP cell 10","SRA","Mus musculus",1,GPL17021,GSE70239;GSE70245,"SRA Experiment","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX107/SRX1072415",SRX1072415,"H. Leighton Grimes","Aug 26, 2016"
GSM1721295,"Gfi1-/- GMP cell 11 (poor quality)","SRA","Mus musculus",1,GPL17021,GSE70239;GSE70245,"SRA Experiment","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX107/SRX1072416",SRX1072416,"H. Leighton Grimes","Aug 26, 2016"
GSM1721296,"Gfi1-/- GMP cell 12","SRA","Mus musculus",1,GPL17021,GSE70239;GSE70245,"SRA Experiment","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX107/SRX1072417",SRX1072417,"H. Leighton Grimes","Aug 26, 2016"
GSM1721297,"Gfi1-/- GMP cell 13","SRA","Mus musculus",1,GPL17021,GSE70239;GSE70245,"SRA Experiment","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX107/SRX1072418",SRX1072418,"H. Leighton Grimes","Aug 26, 2016"
GSM1721298,"Gfi1-/- GMP cell 14","SRA","Mus musculus",1,GPL17021,GSE70239;GSE70245,"SRA Experiment","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX107/SRX1072419",SRX1072419,"H. Leighton Grimes","Aug 26, 2016"
GSM1721299,"Gfi1-/- GMP cell 15","SRA","Mus musculus",1,GPL17021,GSE70239;GSE70245,"SRA Experiment","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX107/SRX1072420",SRX1072420,"H. Leighton Grimes","Aug 26, 2016"
GSM1721300,"Gfi1-/- GMP cell 16","SRA","Mus musculus",1,GPL17021,GSE70239;GSE70245,"SRA Experiment","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX107/SRX1072421",SRX1072421,"H. Leighton Grimes","Aug 26, 2016"
GSM1721301,"Gfi1-/- GMP cell 17","SRA","Mus musculus",1,GPL17021,GSE70239;GSE70245,"SRA Experiment","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX107/SRX1072422",SRX1072422,"H. Leighton Grimes","Aug 26, 2016"
GSM1721302,"Gfi1-/- GMP cell 18","SRA","Mus musculus",1,GPL17021,GSE70239;GSE70245,"SRA Experiment","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX107/SRX1072423",SRX1072423,"H. Leighton Grimes","Aug 26, 2016"
GSM1721303,"Gfi1-/- GMP cell 19","SRA","Mus musculus",1,GPL17021,GSE70239;GSE70245,"SRA Experiment","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX107/SRX1072424",SRX1072424,"H. Leighton Grimes","Aug 26, 2016"
GSM1721304,"Gfi1-/- GMP cell 20","SRA","Mus musculus",1,GPL17021,GSE70239;GSE70245,"SRA Experiment","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX107/SRX1072425",SRX1072425,"H. Leighton Grimes","Aug 26, 2016"
GSM1721305,"Gfi1-/- GMP cell 21","SRA","Mus musculus",1,GPL17021,GSE70239;GSE70245,"SRA Experiment","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX107/SRX1072426",SRX1072426,"H. Leighton Grimes","Aug 26, 2016"
GSM1721306,"Gfi1-/- GMP cell 23","SRA","Mus musculus",1,GPL17021,GSE70239;GSE70245,"SRA Experiment","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX107/SRX1072427",SRX1072427,"H. Leighton Grimes","Aug 26, 2016"
GSM1721307,"Gfi1-/- GMP cell 24","SRA","Mus musculus",1,GPL17021,GSE70239;GSE70245,"SRA Experiment","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX107/SRX1072428",SRX1072428,"H. Leighton Grimes","Aug 26, 2016"
